,iso2,year,sex,age,cases
22001,AM,2000,f,25-34,27
4935,AM,2000,m,25-34,130
24439,AM,2000,f,35-44,24
7373,AM,2000,m,35-44,131
26877,AM,2000,f,45-54,8
9811,AM,2000,m,45-54,63
29315,AM,2000,f,55-64,8
12249,AM,2000,m,55-64,26
31753,AM,2000,f,65+,4
14687,AM,2000,m,65+,21
17126,AM,2001,f,0-14,1
60,AM,2001,m,0-14,2
19564,AM,2001,f,15-24,40
2498,AM,2001,m,15-24,154
22002,AM,2001,f,25-34,31
4936,AM,2001,m,25-34,120
24440,AM,2001,f,35-44,22
7374,AM,2001,m,35-44,93
26878,AM,2001,f,45-54,10
9812,AM,2001,m,45-54,54
29316,AM,2001,f,55-64,7
12250,AM,2001,m,55-64,24
31754,AM,2001,f,65+,5
14688,AM,2001,m,65+,9
17127,AM,2002,f,0-14,2
61,AM,2002,m,0-14,1
19565,AM,2002,f,15-24,16
2499,AM,2002,m,15-24,95
22003,AM,2002,f,25-34,24
4937,AM,2002,m,25-34,63
24441,AM,2002,f,35-44,32
7375,AM,2002,m,35-44,109
26879,AM,2002,f,45-54,36
9813,AM,2002,m,45-54,93
29317,AM,2002,f,55-64,4
12251,AM,2002,m,55-64,21
31755,AM,2002,f,65+,1
14689,AM,2002,m,65+,14
17128,AM,2003,f,0-14,2
62,AM,2003,m,0-14,12
19566,AM,2003,f,15-24,29
2500,AM,2003,m,15-24,120
22004,AM,2003,f,25-34,31
4938,AM,2003,m,25-34,98
24442,AM,2003,f,35-44,13
7376,AM,2003,m,35-44,75
26880,AM,2003,f,45-54,12
9814,AM,2003,m,45-54,104
29318,AM,2003,f,55-64,9
12252,AM,2003,m,55-64,49
31756,AM,2003,f,65+,3
14690,AM,2003,m,65+,18
17129,AM,2004,f,0-14,1
63,AM,2004,m,0-14,2
19567,AM,2004,f,15-24,24
2501,AM,2004,m,15-24,130
22005,AM,2004,f,25-34,17
4939,AM,2004,m,25-34,72
24443,AM,2004,f,35-44,12
7377,AM,2004,m,35-44,76
26881,AM,2004,f,45-54,10
9815,AM,2004,m,45-54,62
29319,AM,2004,f,55-64,3
12253,AM,2004,m,55-64,25
31757,AM,2004,f,65+,3
14691,AM,2004,m,65+,24
17130,AM,2005,f,0-14,3
64,AM,2005,m,0-14,3
19568,AM,2005,f,15-24,27
2502,AM,2005,m,15-24,170
22006,AM,2005,f,25-34,21
4940,AM,2005,m,25-34,104
24444,AM,2005,f,35-44,10
7378,AM,2005,m,35-44,83
26882,AM,2005,f,45-54,11
9816,AM,2005,m,45-54,84
29320,AM,2005,f,55-64,4
12254,AM,2005,m,55-64,30
31758,AM,2005,f,65+,7
14692,AM,2005,m,65+,24
17131,AM,2006,f,0-14,3
65,AM,2006,m,0-14,0
19569,AM,2006,f,15-24,28
2503,AM,2006,m,15-24,113
22007,AM,2006,f,25-34,29
4941,AM,2006,m,25-34,116
24445,AM,2006,f,35-44,16
7379,AM,2006,m,35-44,96
26883,AM,2006,f,45-54,15
9817,AM,2006,m,45-54,98
29321,AM,2006,f,55-64,7
12255,AM,2006,m,55-64,38
31759,AM,2006,f,65+,4
14693,AM,2006,m,65+,17
17132,AM,2007,f,0-14,2
66,AM,2007,m,0-14,1
19570,AM,2007,f,15-24,31
2504,AM,2007,m,15-24,81
22008,AM,2007,f,25-34,22
4942,AM,2007,m,25-34,87
24446,AM,2007,f,35-44,11
7380,AM,2007,m,35-44,100
26884,AM,2007,f,45-54,7
9818,AM,2007,m,45-54,92
29322,AM,2007,f,55-64,7
12256,AM,2007,m,55-64,29
31760,AM,2007,f,65+,7
14694,AM,2007,m,65+,20
17133,AM,2008,f,0-14,4
67,AM,2008,m,0-14,0
19571,AM,2008,f,15-24,44
2505,AM,2008,m,15-24,53
22009,AM,2008,f,25-34,25
4943,AM,2008,m,25-34,103
24447,AM,2008,f,35-44,10
7381,AM,2008,m,35-44,74
26885,AM,2008,f,45-54,14
9819,AM,2008,m,45-54,87
29323,AM,2008,f,55-64,10
12257,AM,2008,m,55-64,37
31761,AM,2008,f,65+,11
14695,AM,2008,m,65+,15
17134,AN,1996,f,0-14,0
68,AN,1996,m,0-14,0
19572,AN,1996,f,15-24,0
2506,AN,1996,m,15-24,0
22010,AN,1996,f,25-34,0
4944,AN,1996,m,25-34,0
24448,AN,1996,f,35-44,1
7382,AN,1996,m,35-44,0
26886,AN,1996,f,45-54,0
9820,AN,1996,m,45-54,1
29324,AN,1996,f,55-64,0
12258,AN,1996,m,55-64,1
31762,AN,1996,f,65+,0
14696,AN,1996,m,65+,1
17135,AN,1997,f,0-14,0
69,AN,1997,m,0-14,0
19573,AN,1997,f,15-24,0
2507,AN,1997,m,15-24,0
22011,AN,1997,f,25-34,2
4945,AN,1997,m,25-34,1
24449,AN,1997,f,35-44,2
7383,AN,1997,m,35-44,1
26887,AN,1997,f,45-54,1
9821,AN,1997,m,45-54,0
29325,AN,1997,f,55-64,1
12259,AN,1997,m,55-64,1
31763,AN,1997,f,65+,1
14697,AN,1997,m,65+,3
17136,AN,1998,f,0-14,0
70,AN,1998,m,0-14,0
19574,AN,1998,f,15-24,1
2508,AN,1998,m,15-24,0
22012,AN,1998,f,25-34,0
4946,AN,1998,m,25-34,0
24450,AN,1998,f,35-44,2
7384,AN,1998,m,35-44,0
26888,AN,1998,f,45-54,1
9822,AN,1998,m,45-54,0
29326,AN,1998,f,55-64,0
12260,AN,1998,m,55-64,1
31764,AN,1998,f,65+,0
14698,AN,1998,m,65+,2
17137,AN,1999,f,0-14,0
71,AN,1999,m,0-14,0
19575,AN,1999,f,15-24,1
2509,AN,1999,m,15-24,0
22013,AN,1999,f,25-34,1
4947,AN,1999,m,25-34,1
24451,AN,1999,f,35-44,0
7385,AN,1999,m,35-44,0
26889,AN,1999,f,45-54,0
9823,AN,1999,m,45-54,1
29327,AN,1999,f,55-64,0
12261,AN,1999,m,55-64,0
31765,AN,1999,f,65+,0
14699,AN,1999,m,65+,0
17138,AN,2000,f,0-14,0
72,AN,2000,m,0-14,0
19576,AN,2000,f,15-24,0
2510,AN,2000,m,15-24,0
22014,AN,2000,f,25-34,1
4948,AN,2000,m,25-34,1
24452,AN,2000,f,35-44,0
7386,AN,2000,m,35-44,2
26890,AN,2000,f,45-54,0
9824,AN,2000,m,45-54,0
29328,AN,2000,f,55-64,1
12262,AN,2000,m,55-64,0
31766,AN,2000,f,65+,0
14700,AN,2000,m,65+,0
17139,AN,2001,f,0-14,0
73,AN,2001,m,0-14,0
19577,AN,2001,f,15-24,0
2511,AN,2001,m,15-24,0
22015,AN,2001,f,25-34,1
4949,AN,2001,m,25-34,1
24453,AN,2001,f,35-44,0
7387,AN,2001,m,35-44,5
26891,AN,2001,f,45-54,0
9825,AN,2001,m,45-54,0
29329,AN,2001,f,55-64,1
12263,AN,2001,m,55-64,0
31767,AN,2001,f,65+,0
14701,AN,2001,m,65+,0
17140,AN,2002,f,0-14,0
74,AN,2002,m,0-14,0
19578,AN,2002,f,15-24,1
2512,AN,2002,m,15-24,1
22016,AN,2002,f,25-34,0
4950,AN,2002,m,25-34,1
24454,AN,2002,f,35-44,0
7388,AN,2002,m,35-44,3
26892,AN,2002,f,45-54,1
9826,AN,2002,m,45-54,2
29330,AN,2002,f,55-64,0
12264,AN,2002,m,55-64,3
31768,AN,2002,f,65+,1
14702,AN,2002,m,65+,1
17141,AN,2003,f,0-14,0
75,AN,2003,m,0-14,0
19579,AN,2003,f,15-24,0
2513,AN,2003,m,15-24,0
22017,AN,2003,f,25-34,1
4951,AN,2003,m,25-34,2
24455,AN,2003,f,35-44,1
7389,AN,2003,m,35-44,1
26893,AN,2003,f,45-54,0
9827,AN,2003,m,45-54,0
29331,AN,2003,f,55-64,1
12265,AN,2003,m,55-64,0
31769,AN,2003,f,65+,0
14703,AN,2003,m,65+,3
17142,AN,2004,f,0-14,0
76,AN,2004,m,0-14,1
19580,AN,2004,f,15-24,0
2514,AN,2004,m,15-24,1
22018,AN,2004,f,25-34,0
4952,AN,2004,m,25-34,0
24456,AN,2004,f,35-44,1
7390,AN,2004,m,35-44,4
26894,AN,2004,f,45-54,0
9828,AN,2004,m,45-54,3
29332,AN,2004,f,55-64,0
12266,AN,2004,m,55-64,0
31770,AN,2004,f,65+,0
14704,AN,2004,m,65+,1
17143,AN,2006,f,0-14,1
77,AN,2006,m,0-14,0
19581,AN,2006,f,15-24,0
2515,AN,2006,m,15-24,0
22019,AN,2006,f,25-34,0
4953,AN,2006,m,25-34,0
24457,AN,2006,f,35-44,0
7391,AN,2006,m,35-44,2
26895,AN,2006,f,45-54,0
9829,AN,2006,m,45-54,1
29333,AN,2006,f,55-64,0
12267,AN,2006,m,55-64,1
31771,AN,2006,f,65+,0
14705,AN,2006,m,65+,0
17144,AO,1995,f,0-14,371
78,AO,1995,m,0-14,386
19582,AO,1995,f,15-24,707
2516,AO,1995,m,15-24,724
22020,AO,1995,f,25-34,443
4954,AO,1995,m,25-34,562
24458,AO,1995,f,35-44,264
7392,AO,1995,m,35-44,346
26896,AO,1995,f,45-54,248
9830,AO,1995,m,45-54,224
29334,AO,1995,f,55-64,130
12268,AO,1995,m,55-64,155
31772,AO,1995,f,65+,18
14706,AO,1995,m,65+,14
17145,AO,1996,f,0-14,388
79,AO,1996,m,0-14,360
19583,AO,1996,f,15-24,1066
2517,AO,1996,m,15-24,1036
22021,AO,1996,f,25-34,963
4955,AO,1996,m,25-34,926
24459,AO,1996,f,35-44,615
7393,AO,1996,m,35-44,1027
26897,AO,1996,f,45-54,370
9831,AO,1996,m,45-54,469
29335,AO,1996,f,55-64,242
12269,AO,1996,m,55-64,272
31773,AO,1996,f,65+,113
14707,AO,1996,m,65+,169
17146,AO,1997,f,0-14,431
80,AO,1997,m,0-14,419
19584,AO,1997,f,15-24,1165
2518,AO,1997,m,15-24,913
22022,AO,1997,f,25-34,1007
4956,AO,1997,m,25-34,1026
24460,AO,1997,f,35-44,627
7394,AO,1997,m,35-44,819
26898,AO,1997,f,45-54,411
9832,AO,1997,m,45-54,507
29336,AO,1997,f,55-64,234
12270,AO,1997,m,55-64,304
31774,AO,1997,f,65+,145
14708,AO,1997,m,65+,193
17147,AO,1998,f,0-14,297
81,AO,1998,m,0-14,240
19585,AO,1998,f,15-24,1084
2519,AO,1998,m,15-24,915
22023,AO,1998,f,25-34,970
4957,AO,1998,m,25-34,950
24461,AO,1998,f,35-44,623
7395,AO,1998,m,35-44,839
26899,AO,1998,f,45-54,319
9833,AO,1998,m,45-54,470
29337,AO,1998,f,55-64,169
12271,AO,1998,m,55-64,219
31775,AO,1998,f,65+,92
14709,AO,1998,m,65+,135
17148,AO,1999,f,0-14,459
82,AO,1999,m,0-14,391
19586,AO,1999,f,15-24,1197
2520,AO,1999,m,15-24,1134
22024,AO,1999,f,25-34,1157
4958,AO,1999,m,25-34,1237
24462,AO,1999,f,35-44,743
7396,AO,1999,m,35-44,973
26900,AO,1999,f,45-54,474
9834,AO,1999,m,45-54,518
29338,AO,1999,f,55-64,217
12272,AO,1999,m,55-64,314
31776,AO,1999,f,65+,194
14710,AO,1999,m,65+,234
17149,AO,2000,f,0-14,247
83,AO,2000,m,0-14,186
19587,AO,2000,f,15-24,1142
2521,AO,2000,m,15-24,999
22025,AO,2000,f,25-34,1091
4959,AO,2000,m,25-34,1003
24463,AO,2000,f,35-44,844
7397,AO,2000,m,35-44,912
26901,AO,2000,f,45-54,417
9835,AO,2000,m,45-54,482
29339,AO,2000,f,55-64,200
12273,AO,2000,m,55-64,312
31777,AO,2000,f,65+,120
14711,AO,2000,m,65+,194
17150,AO,2001,f,0-14,279
84,AO,2001,m,0-14,230
19588,AO,2001,f,15-24,993
2522,AO,2001,m,15-24,892
22026,AO,2001,f,25-34,869
4960,AO,2001,m,25-34,752
24464,AO,2001,f,35-44,647
7398,AO,2001,m,35-44,648
26902,AO,2001,f,45-54,323
9836,AO,2001,m,45-54,420
29340,AO,2001,f,55-64,200
12274,AO,2001,m,55-64,197
31778,AO,2001,f,65+,182
14712,AO,2001,m,65+,173
17151,AO,2002,f,0-14,640
85,AO,2002,m,0-14,435
19589,AO,2002,f,15-24,2610
2523,AO,2002,m,15-24,2223
22027,AO,2002,f,25-34,2208
4961,AO,2002,m,25-34,2292
24465,AO,2002,f,35-44,1600
7399,AO,2002,m,35-44,1915
26903,AO,2002,f,45-54,972
9837,AO,2002,m,45-54,1187
29341,AO,2002,f,55-64,533
12275,AO,2002,m,55-64,624
31779,AO,2002,f,65+,305
14713,AO,2002,m,65+,444
17152,AO,2003,f,0-14,591
86,AO,2003,m,0-14,409
19590,AO,2003,f,15-24,3078
2524,AO,2003,m,15-24,2355
22028,AO,2003,f,25-34,2641
4962,AO,2003,m,25-34,2598
24466,AO,2003,f,35-44,1747
7400,AO,2003,m,35-44,1908
26904,AO,2003,f,45-54,1157
9838,AO,2003,m,45-54,1090
29342,AO,2003,f,55-64,395
12276,AO,2003,m,55-64,512
31780,AO,2003,f,65+,129
14714,AO,2003,m,65+,361
17153,AO,2004,f,0-14,733
87,AO,2004,m,0-14,554
19591,AO,2004,f,15-24,3198
2525,AO,2004,m,15-24,2684
22029,AO,2004,f,25-34,2772
4963,AO,2004,m,25-34,2659
24467,AO,2004,f,35-44,1854
7401,AO,2004,m,35-44,1998
26905,AO,2004,f,45-54,1029
9839,AO,2004,m,45-54,1196
29343,AO,2004,f,55-64,505
12277,AO,2004,m,55-64,561
31781,AO,2004,f,65+,269
14715,AO,2004,m,65+,321
17154,AO,2005,f,0-14,704
88,AO,2005,m,0-14,520
19592,AO,2005,f,15-24,2926
2526,AO,2005,m,15-24,2549
22030,AO,2005,f,25-34,2682
4964,AO,2005,m,25-34,2797
24468,AO,2005,f,35-44,1797
7402,AO,2005,m,35-44,1918
26906,AO,2005,f,45-54,1138
9840,AO,2005,m,45-54,1255
29344,AO,2005,f,55-64,581
12278,AO,2005,m,55-64,665
31782,AO,2005,f,65+,417
14716,AO,2005,m,65+,461
17155,AO,2006,f,0-14,689
89,AO,2006,m,0-14,540
19593,AO,2006,f,15-24,2851
2527,AO,2006,m,15-24,2632
22031,AO,2006,f,25-34,2892
4965,AO,2006,m,25-34,3049
24469,AO,2006,f,35-44,1990
7403,AO,2006,m,35-44,2182
26907,AO,2006,f,45-54,1223
9841,AO,2006,m,45-54,1397
29345,AO,2006,f,55-64,583
12279,AO,2006,m,55-64,729
31783,AO,2006,f,65+,314
14717,AO,2006,m,65+,428
17156,AO,2007,f,0-14,703
90,AO,2007,m,0-14,484
19594,AO,2007,f,15-24,2943
2528,AO,2007,m,15-24,2824
22032,AO,2007,f,25-34,2721
4966,AO,2007,m,25-34,3197
24470,AO,2007,f,35-44,1812
7404,AO,2007,m,35-44,2255
26908,AO,2007,f,45-54,1041
9842,AO,2007,m,45-54,1357
29346,AO,2007,f,55-64,554
12280,AO,2007,m,55-64,699
31784,AO,2007,f,65+,367
14718,AO,2007,m,65+,465
17157,AO,2008,f,0-14,512
91,AO,2008,m,0-14,367
19595,AO,2008,f,15-24,3199
2529,AO,2008,m,15-24,2970
22033,AO,2008,f,25-34,2786
4967,AO,2008,m,25-34,3493
24471,AO,2008,f,35-44,2082
7405,AO,2008,m,35-44,2418
26909,AO,2008,f,45-54,1209
9843,AO,2008,m,45-54,1480
29347,AO,2008,f,55-64,556
12281,AO,2008,m,55-64,733
31785,AO,2008,f,65+,337
14719,AO,2008,m,65+,420
17158,AR,1996,f,0-14,107
92,AR,1996,m,0-14,113
19596,AR,1996,f,15-24,643
2530,AR,1996,m,15-24,611
22034,AR,1996,f,25-34,591
4968,AR,1996,m,25-34,535
24472,AR,1996,f,35-44,528
7406,AR,1996,m,35-44,338
26910,AR,1996,f,45-54,546
9844,AR,1996,m,45-54,276
29348,AR,1996,f,55-64,520
12282,AR,1996,m,55-64,230
31786,AR,1996,f,65+,463
14720,AR,1996,m,65+,286
17159,AR,1997,f,0-14,133
93,AR,1997,m,0-14,96
19597,AR,1997,f,15-24,566
2531,AR,1997,m,15-24,580
22035,AR,1997,f,25-34,511
4969,AR,1997,m,25-34,600
24473,AR,1997,f,35-44,336
7407,AR,1997,m,35-44,523
26911,AR,1997,f,45-54,240
9845,AR,1997,m,45-54,489
29349,AR,1997,f,55-64,199
12283,AR,1997,m,55-64,417
31787,AR,1997,f,65+,234
14721,AR,1997,m,65+,393
17160,AR,1998,f,0-14,94
94,AR,1998,m,0-14,84
19598,AR,1998,f,15-24,558
2532,AR,1998,m,15-24,578
22036,AR,1998,f,25-34,498
4970,AR,1998,m,25-34,571
24474,AR,1998,f,35-44,271
7408,AR,1998,m,35-44,463
26912,AR,1998,f,45-54,229
9846,AR,1998,m,45-54,476
29350,AR,1998,f,55-64,207
12284,AR,1998,m,55-64,387
31788,AR,1998,f,65+,276
14722,AR,1998,m,65+,370
17161,AR,1999,f,0-14,108
95,AR,1999,m,0-14,90
19599,AR,1999,f,15-24,502
2533,AR,1999,m,15-24,490
22037,AR,1999,f,25-34,442
4971,AR,1999,m,25-34,546
24475,AR,1999,f,35-44,292
7409,AR,1999,m,35-44,435
26913,AR,1999,f,45-54,210
9847,AR,1999,m,45-54,464
29351,AR,1999,f,55-64,177
12285,AR,1999,m,55-64,384
31789,AR,1999,f,65+,249
14723,AR,1999,m,65+,380
17162,AR,2000,f,0-14,121
96,AR,2000,m,0-14,97
19600,AR,2000,f,15-24,544
2534,AR,2000,m,15-24,278
22038,AR,2000,f,25-34,479
4972,AR,2000,m,25-34,594
24476,AR,2000,f,35-44,262
7410,AR,2000,m,35-44,402
26914,AR,2000,f,45-54,230
9848,AR,2000,m,45-54,419
29352,AR,2000,f,55-64,179
12286,AR,2000,m,55-64,368
31790,AR,2000,f,65+,216
14724,AR,2000,m,65+,330
17163,AR,2001,f,0-14,85
97,AR,2001,m,0-14,78
19601,AR,2001,f,15-24,674
2535,AR,2001,m,15-24,682
22039,AR,2001,f,25-34,561
4973,AR,2001,m,25-34,611
24477,AR,2001,f,35-44,303
7411,AR,2001,m,35-44,495
26915,AR,2001,f,45-54,242
9849,AR,2001,m,45-54,471
29353,AR,2001,f,55-64,215
12287,AR,2001,m,55-64,404
31791,AR,2001,f,65+,249
14725,AR,2001,m,65+,436
17164,AR,2002,f,0-14,117
98,AR,2002,m,0-14,70
19602,AR,2002,f,15-24,622
2536,AR,2002,m,15-24,612
22040,AR,2002,f,25-34,580
4974,AR,2002,m,25-34,658
24478,AR,2002,f,35-44,301
7412,AR,2002,m,35-44,463
26916,AR,2002,f,45-54,237
9850,AR,2002,m,45-54,477
29354,AR,2002,f,55-64,203
12288,AR,2002,m,55-64,389
31792,AR,2002,f,65+,255
14726,AR,2002,m,65+,399
17165,AR,2003,f,0-14,99
99,AR,2003,m,0-14,89
19603,AR,2003,f,15-24,516
2537,AR,2003,m,15-24,574
22041,AR,2003,f,25-34,513
4975,AR,2003,m,25-34,565
24479,AR,2003,f,35-44,294
7413,AR,2003,m,35-44,413
26917,AR,2003,f,45-54,241
9851,AR,2003,m,45-54,461
29355,AR,2003,f,55-64,192
12289,AR,2003,m,55-64,366
31793,AR,2003,f,65+,231
14727,AR,2003,m,65+,405
17166,AR,2004,f,0-14,98
100,AR,2004,m,0-14,64
19604,AR,2004,f,15-24,519
2538,AR,2004,m,15-24,588
22042,AR,2004,f,25-34,477
4976,AR,2004,m,25-34,543
24480,AR,2004,f,35-44,271
7414,AR,2004,m,35-44,399
26918,AR,2004,f,45-54,237
9852,AR,2004,m,45-54,387
29356,AR,2004,f,55-64,169
12290,AR,2004,m,55-64,332
31794,AR,2004,f,65+,237
14728,AR,2004,m,65+,345
17167,AR,2005,f,0-14,90
101,AR,2005,m,0-14,64
19605,AR,2005,f,15-24,530
2539,AR,2005,m,15-24,621
22043,AR,2005,f,25-34,474
4977,AR,2005,m,25-34,530
24481,AR,2005,f,35-44,290
7415,AR,2005,m,35-44,358
26919,AR,2005,f,45-54,198
9853,AR,2005,m,45-54,384
29357,AR,2005,f,55-64,169
12291,AR,2005,m,55-64,340
31795,AR,2005,f,65+,240
14729,AR,2005,m,65+,348
17168,AR,2006,f,0-14,74
102,AR,2006,m,0-14,67
19606,AR,2006,f,15-24,438
2540,AR,2006,m,15-24,519
22044,AR,2006,f,25-34,437
4978,AR,2006,m,25-34,484
24482,AR,2006,f,35-44,235
7416,AR,2006,m,35-44,360
26920,AR,2006,f,45-54,197
9854,AR,2006,m,45-54,351
29358,AR,2006,f,55-64,173
12292,AR,2006,m,55-64,346
31796,AR,2006,f,65+,213
14730,AR,2006,m,65+,321
17169,AR,2007,f,0-14,70
103,AR,2007,m,0-14,77
19607,AR,2007,f,15-24,558
2541,AR,2007,m,15-24,656
22045,AR,2007,f,25-34,500
4979,AR,2007,m,25-34,623
24483,AR,2007,f,35-44,246
7417,AR,2007,m,35-44,401
26921,AR,2007,f,45-54,217
9855,AR,2007,m,45-54,415
29359,AR,2007,f,55-64,172
12293,AR,2007,m,55-64,389
31797,AR,2007,f,65+,246
14731,AR,2007,m,65+,324
17170,AR,2008,f,0-14,66
104,AR,2008,m,0-14,69
19608,AR,2008,f,15-24,536
2542,AR,2008,m,15-24,633
22046,AR,2008,f,25-34,506
4980,AR,2008,m,25-34,611
24484,AR,2008,f,35-44,252
7418,AR,2008,m,35-44,390
26922,AR,2008,f,45-54,221
9856,AR,2008,m,45-54,416
29360,AR,2008,f,55-64,157
12294,AR,2008,m,55-64,364
31798,AR,2008,f,65+,204
14732,AR,2008,m,65+,295
17171,AS,1997,f,0-14,0
105,AS,1997,m,0-14,1
19609,AS,1997,f,15-24,0
2543,AS,1997,m,15-24,0
22047,AS,1997,f,25-34,0
4981,AS,1997,m,25-34,0
24485,AS,1997,f,35-44,0
7419,AS,1997,m,35-44,1
26923,AS,1997,f,45-54,1
9857,AS,1997,m,45-54,1
29361,AS,1997,f,55-64,0
12295,AS,1997,m,55-64,1
31799,AS,1997,f,65+,0
14733,AS,1997,m,65+,1
17172,AS,2000,f,0-14,0
106,AS,2000,m,0-14,0
19610,AS,2000,f,15-24,0
2544,AS,2000,m,15-24,0
22048,AS,2000,f,25-34,0
4982,AS,2000,m,25-34,0
24486,AS,2000,f,35-44,0
7420,AS,2000,m,35-44,0
26924,AS,2000,f,45-54,1
9858,AS,2000,m,45-54,1
29362,AS,2000,f,55-64,0
12296,AS,2000,m,55-64,1
31800,AS,2000,f,65+,0
14734,AS,2000,m,65+,0
17173,AS,2001,f,0-14,0
107,AS,2001,m,0-14,0
19611,AS,2001,f,15-24,0
2545,AS,2001,m,15-24,0
22049,AS,2001,f,25-34,0
4983,AS,2001,m,25-34,0
24487,AS,2001,f,35-44,1
7421,AS,2001,m,35-44,0
26925,AS,2001,f,45-54,0
9859,AS,2001,m,45-54,0
29363,AS,2001,f,55-64,1
12297,AS,2001,m,55-64,0
31801,AS,2001,f,65+,0
14735,AS,2001,m,65+,0
17174,AS,2003,f,0-14,0
108,AS,2003,m,0-14,0
19612,AS,2003,f,15-24,0
2546,AS,2003,m,15-24,0
22050,AS,2003,f,25-34,0
4984,AS,2003,m,25-34,0
24488,AS,2003,f,35-44,0
7422,AS,2003,m,35-44,0
26926,AS,2003,f,45-54,1
9860,AS,2003,m,45-54,0
29364,AS,2003,f,55-64,0
12298,AS,2003,m,55-64,1
31802,AS,2003,f,65+,0
14736,AS,2003,m,65+,0
17175,AS,2004,f,0-14,0
109,AS,2004,m,0-14,0
19613,AS,2004,f,15-24,0
2547,AS,2004,m,15-24,0
22051,AS,2004,f,25-34,0
4985,AS,2004,m,25-34,0
24489,AS,2004,f,35-44,0
7423,AS,2004,m,35-44,0
26927,AS,2004,f,45-54,1
9861,AS,2004,m,45-54,0
29365,AS,2004,f,55-64,0
12299,AS,2004,m,55-64,2
31803,AS,2004,f,65+,0
14737,AS,2004,m,65+,0
17176,AS,2005,f,0-14,0
110,AS,2005,m,0-14,0
19614,AS,2005,f,15-24,0
2548,AS,2005,m,15-24,0
22052,AS,2005,f,25-34,1
4986,AS,2005,m,25-34,0
24490,AS,2005,f,35-44,0
7424,AS,2005,m,35-44,0
26928,AS,2005,f,45-54,2
9862,AS,2005,m,45-54,0
29366,AS,2005,f,55-64,0
12300,AS,2005,m,55-64,0
31804,AS,2005,f,65+,0
14738,AS,2005,m,65+,0
17177,AS,2006,f,0-14,0
111,AS,2006,m,0-14,0
19615,AS,2006,f,15-24,0
2549,AS,2006,m,15-24,0
22053,AS,2006,f,25-34,1
4987,AS,2006,m,25-34,0
24491,AS,2006,f,35-44,0
7425,AS,2006,m,35-44,0
26929,AS,2006,f,45-54,2
9863,AS,2006,m,45-54,0
29367,AS,2006,f,55-64,0
12301,AS,2006,m,55-64,0
31805,AS,2006,f,65+,0
14739,AS,2006,m,65+,0
17178,AT,1995,f,0-14,6
112,AT,1995,m,0-14,4
19616,AT,1995,f,15-24,22
2550,AT,1995,m,15-24,37
22054,AT,1995,f,25-34,52
4988,AT,1995,m,25-34,95
24492,AT,1995,f,35-44,32
7426,AT,1995,m,35-44,82
26930,AT,1995,f,45-54,21
9864,AT,1995,m,45-54,89
29368,AT,1995,f,55-64,18
12302,AT,1995,m,55-64,71
31806,AT,1995,f,65+,59
14740,AT,1995,m,65+,73
17179,AT,1997,f,0-14,33
113,AT,1997,m,0-14,24
19617,AT,1997,f,15-24,41
2551,AT,1997,m,15-24,59
22055,AT,1997,f,25-34,93
4989,AT,1997,m,25-34,117
24493,AT,1997,f,35-44,62
7427,AT,1997,m,35-44,170
26931,AT,1997,f,45-54,52
9865,AT,1997,m,45-54,168
29369,AT,1997,f,55-64,52
12303,AT,1997,m,55-64,122
31807,AT,1997,f,65+,172
14741,AT,1997,m,65+,185
17180,AT,1999,f,0-14,0
114,AT,1999,m,0-14,0
19618,AT,1999,f,15-24,10
2552,AT,1999,m,15-24,13
22056,AT,1999,f,25-34,16
4990,AT,1999,m,25-34,40
24494,AT,1999,f,35-44,18
7428,AT,1999,m,35-44,54
26932,AT,1999,f,45-54,6
9866,AT,1999,m,45-54,52
29370,AT,1999,f,55-64,2
12304,AT,1999,m,55-64,37
31808,AT,1999,f,65+,26
14742,AT,1999,m,65+,49
17181,AT,2000,f,0-14,1
115,AT,2000,m,0-14,1
19619,AT,2000,f,15-24,11
2553,AT,2000,m,15-24,17
22057,AT,2000,f,25-34,22
4991,AT,2000,m,25-34,30
24495,AT,2000,f,35-44,12
7429,AT,2000,m,35-44,59
26933,AT,2000,f,45-54,11
9867,AT,2000,m,45-54,42
29371,AT,2000,f,55-64,6
12305,AT,2000,m,55-64,23
31809,AT,2000,f,65+,22
14743,AT,2000,m,65+,41
17182,AT,2001,f,0-14,1
116,AT,2001,m,0-14,1
19620,AT,2001,f,15-24,8
2554,AT,2001,m,15-24,15
22058,AT,2001,f,25-34,13
4992,AT,2001,m,25-34,27
24496,AT,2001,f,35-44,15
7430,AT,2001,m,35-44,39
26934,AT,2001,f,45-54,4
9868,AT,2001,m,45-54,37
29372,AT,2001,f,55-64,6
12306,AT,2001,m,55-64,37
31810,AT,2001,f,65+,18
14744,AT,2001,m,65+,27
17183,AT,2002,f,0-14,0
117,AT,2002,m,0-14,1
19621,AT,2002,f,15-24,8
2555,AT,2002,m,15-24,8
22059,AT,2002,f,25-34,13
4993,AT,2002,m,25-34,14
24497,AT,2002,f,35-44,7
7431,AT,2002,m,35-44,32
26935,AT,2002,f,45-54,5
9869,AT,2002,m,45-54,43
29373,AT,2002,f,55-64,7
12307,AT,2002,m,55-64,20
31811,AT,2002,f,65+,21
14745,AT,2002,m,65+,25
17184,AT,2003,f,0-14,2
118,AT,2003,m,0-14,0
19622,AT,2003,f,15-24,10
2556,AT,2003,m,15-24,19
22060,AT,2003,f,25-34,25
4994,AT,2003,m,25-34,31
24498,AT,2003,f,35-44,12
